,kposition,kposition,lposition,lposition,nposition,nposition,rposition,rposition,vposition,vposition,bestgrade3,bestgrade3,bestgrade4,bestgrade4,bestgrade5,bestgrade5,elm_01,elm_01,elm_02,elm_02,elm_03,elm_03,elm_04,elm_04,elm_05,elm_05,sarcasm,sarcasm,mcfiller1,mcfiller1,mcfiller2,mcfiller2,mcfiller3,mcfiller3,mcmost1,mcmost1,mcmost2,mcmost2,mcmost3,mcmost3,mcmost4,mcmost4,mcmost5,mcmost5,mcsome1,mcsome1,mcsome2,mcsome2,mcsome3,mcsome3,mcsome4,mcsome4,mcsome5,mcsome5,tempest2,tempest2,tempest3,tempest3,tempfollowup1,tempfollowup1,tempfollowup2,tempfollowup2,tempfollowup3,tempfollowup3,worstgrade3,worstgrade3,worstgrade4,worstgrade4,worstgrade5,worstgrade5
,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability
0,1.0,0.8108503222465515,2.0,0.7715947031974792,1.0,0.5325911641120911,1.0,0.8178765177726746,1.0,0.9773451089859009,10.0,0.29634881019592285,3.0,0.30972620844841003,1.0,0.8220264911651611,4.0,0.4665091633796692,4.0,0.3799073100090027,6.0,0.5811205506324768,6.0,0.48234817385673523,6.0,0.5096338987350464,3.0,0.49119463562965393,1.0,0.4886103570461273,1.0,0.7861801385879517,1.0,0.9597432613372803,2.0,0.9501338005065918,2.0,0.9710809588432312,2.0,0.930882453918457,2.0,0.6725977063179016,2.0,0.9798747897148132,1.0,0.9568082690238953,1.0,0.5641794800758362,2.0,0.8059214353561401,2.0,0.8515931963920593,1.0,0.9696621298789978,6.0,0.8251654505729675,3.0,0.6140328645706177,6.0,0.9309774041175842,6.0,0.6987649202346802,5.0,0.3773884177207947,10.0,0.23468314111232758,1.0,0.2956767976284027,5.0,0.25477173924446106
1,1.0,0.6824100017547607,2.0,0.8976356387138367,2.0,0.7379558682441711,1.0,0.8536559343338013,1.0,0.9960271120071411,4.0,0.4490433633327484,3.0,0.40891045331954956,1.0,0.8192773461341858,7.0,0.4847451150417328,6.0,0.2319059520959854,5.0,0.36454764008522034,3.0,0.5171255469322205,1.0,0.2273852378129959,2.0,0.40629756450653076,2.0,0.6994336843490601,1.0,0.6251846551895142,1.0,0.872346818447113,2.0,0.7367521524429321,2.0,0.9352313280105591,2.0,0.9709948301315308,2.0,0.8450856804847717,2.0,0.9914435744285583,1.0,0.9999998807907104,2.0,0.63566654920578,2.0,0.5724589228630066,2.0,0.7020726203918457,1.0,0.8300085663795471,4.0,0.3703456223011017,3.0,0.5612037777900696,7.0,0.6943275332450867,7.0,0.6529465317726135,5.0,0.560814619064331,10.0,0.3139369785785675,4.0,0.32424959540367126,5.0,0.3631313145160675
2,2.0,0.6786436438560486,2.0,0.5683311820030212,2.0,0.6628215312957764,1.0,0.8749818801879883,1.0,0.9945352077484131,10.0,0.21874499320983887,4.0,0.25550422072410583,1.0,0.8523635864257812,7.0,0.44423872232437134,6.0,0.5812488198280334,5.0,0.48724564909935,5.0,0.7064456939697266,7.0,0.6842902302742004,6.0,0.40374523401260376,2.0,0.6192148327827454,1.0,0.8039681315422058,1.0,0.8773743510246277,2.0,0.9571165442466736,2.0,0.8577959537506104,2.0,0.9673279523849487,2.0,0.9803511500358582,2.0,0.9805221557617188,2.0,0.8533661365509033,2.0,0.7318234443664551,2.0,0.7312563061714172,2.0,0.9616299867630005,1.0,0.9433326125144958,6.0,0.6999396085739136,3.0,0.7583478689193726,7.0,0.9584166407585144,7.0,0.8895490169525146,4.0,0.8104817271232605,9.0,0.23314169049263,4.0,0.2872658669948578,7.0,0.2518799901008606
3,1.0,0.6315901279449463,2.0,0.8601129651069641,1.0,0.7723014950752258,1.0,0.7841419577598572,1.0,0.9327783584594727,10.0,0.42816615104675293,3.0,0.27247312664985657,1.0,0.337015300989151,3.0,0.7306038737297058,5.0,0.5283670425415039,3.0,0.43633323907852173,3.0,0.23005227744579315,5.0,0.2974262535572052,2.0,0.46836331486701965,2.0,0.6879433393478394,1.0,0.801827073097229,1.0,0.9211074113845825,2.0,0.9797350168228149,2.0,0.8846365213394165,2.0,0.9858816862106323,2.0,0.9530482888221741,2.0,0.9867858290672302,1.0,0.9995574355125427,2.0,0.8943541049957275,2.0,0.9104142785072327,2.0,0.9694387912750244,1.0,0.9789769649505615,5.0,0.605002760887146,3.0,0.5159979462623596,6.0,0.9613987803459167,6.0,0.5264866948127747,4.0,0.9530016183853149,10.0,0.33000391721725464,4.0,0.27832961082458496,1.0,0.19448444247245789
4,1.0,0.8738604784011841,2.0,0.8770291209220886,2.0,0.7619215250015259,1.0,0.7302187085151672,1.0,0.9809601306915283,10.0,0.2612878680229187,3.0,0.38483113050460815,1.0,0.7957764267921448,7.0,0.2762960195541382,4.0,0.2947811484336853,6.0,0.29040050506591797,6.0,0.2984977960586548,7.0,0.48752060532569885,6.0,0.5275147557258606,2.0,0.489850252866745,1.0,0.6543275713920593,1.0,0.9674481153488159,2.0,0.904883861541748,2.0,0.8797747492790222,2.0,0.9492904543876648,2.0,0.7765174508094788,2.0,0.9830194115638733,1.0,0.999962568283081,1.0,0.503692626953125,2.0,0.8837797045707703,2.0,0.591464638710022,1.0,0.954168438911438,5.0,0.7571412324905396,2.0,0.5560686588287354,6.0,0.4537167251110077,6.0,0.3505445420742035,4.0,0.6142271161079407,10.0,0.27054816484451294,3.0,0.2527570128440857,5.0,0.2981165945529938
5,1.0,0.7981171011924744,2.0,0.7782427072525024,2.0,0.7331482768058777,1.0,0.8890008926391602,1.0,0.9928163290023804,3.0,0.18484368920326233,3.0,0.30264854431152344,1.0,0.933232307434082,7.0,0.8867245316505432,5.0,0.4677703380584717,5.0,0.6869342923164368,3.0,0.2429673969745636,9.0,0.22611863911151886,6.0,0.7220672369003296,2.0,0.648489236831665,1.0,0.9347034096717834,1.0,0.8751398324966431,2.0,0.9766659140586853,2.0,0.8864930272102356,2.0,0.9698095321655273,2.0,0.9669248461723328,2.0,0.964943528175354,1.0,0.9590561389923096,2.0,0.7519499659538269,2.0,0.7520888447761536,2.0,0.8243921995162964,1.0,0.9719129800796509,6.0,0.9460088014602661,2.0,0.6863544583320618,7.0,0.9916329383850098,7.0,0.9658078551292419,7.0,0.2669089734554291,10.0,0.4626711308956146,4.0,0.42588791251182556,4.0,0.4315676689147949
6,1.0,0.7714205384254456,2.0,0.6328662633895874,2.0,0.5994004011154175,1.0,0.6834749579429626,1.0,0.9857645630836487,10.0,0.20413559675216675,3.0,0.2615753412246704,1.0,0.8723365664482117,5.0,0.4435579478740692,4.0,0.646729588508606,6.0,0.45588570833206177,6.0,0.36010676622390747,6.0,0.58309406042099,4.0,0.40171968936920166,2.0,0.5056910514831543,1.0,0.6352844834327698,1.0,0.973432719707489,2.0,0.936797559261322,2.0,0.7555378079414368,2.0,0.9775800108909607,2.0,0.9518194198608398,2.0,0.9885640144348145,1.0,0.9733251929283142,2.0,0.7505602240562439,2.0,0.876257061958313,2.0,0.6516048908233643,1.0,0.9450255632400513,6.0,0.2896727919578552,3.0,0.5608140230178833,7.0,0.5735269784927368,6.0,0.6766806244850159,4.0,0.569355845451355,10.0,0.2985517978668213,1.0,0.2785870134830475,5.0,0.2694544494152069
7,1.0,0.8060348033905029,2.0,0.6722903251647949,1.0,0.5746402144432068,1.0,0.9263318181037903,1.0,0.9854206442832947,10.0,0.356831818819046,4.0,0.4127485752105713,1.0,0.5371437072753906,4.0,0.28433603048324585,6.0,0.6071125864982605,6.0,0.3336946666240692,5.0,0.6810560822486877,7.0,0.4252380132675171,5.0,0.6051284074783325,2.0,0.7163330316543579,1.0,0.6061456203460693,1.0,0.9528601169586182,2.0,0.9427669048309326,2.0,0.635529100894928,2.0,0.942244291305542,1.0,0.6376548409461975,2.0,0.9886437058448792,1.0,0.9999369382858276,2.0,0.8006250858306885,1.0,0.5186444520950317,2.0,0.8668125867843628,1.0,0.980613112449646,5.0,0.8394652009010315,3.0,0.46019285917282104,6.0,0.981304407119751,6.0,0.6763007640838623,4.0,0.48666417598724365,6.0,0.20107689499855042,4.0,0.5096980333328247,7.0,0.5319132208824158
8,1.0,0.5269376635551453,2.0,0.549077033996582,2.0,0.6897966861724854,1.0,0.9427793025970459,1.0,0.9854263067245483,4.0,0.22663235664367676,3.0,0.3005715608596802,1.0,0.842266321182251,7.0,0.8179454207420349,7.0,0.24647432565689087,3.0,0.5028092861175537,6.0,0.3985655605792999,9.0,0.27200645208358765,3.0,0.2989080846309662,2.0,0.8126348853111267,1.0,0.8491345047950745,1.0,0.9667255282402039,2.0,0.877803385257721,2.0,0.7733227610588074,2.0,0.9655089378356934,2.0,0.9506404399871826,2.0,0.9798530340194702,2.0,0.9974676370620728,2.0,0.8272303342819214,2.0,0.9604790806770325,2.0,0.9688499569892883,1.0,0.953000009059906,6.0,0.8218275308609009,2.0,0.5627076625823975,7.0,0.9877167344093323,7.0,0.9637628197669983,6.0,0.5319513082504272,3.0,0.25035718083381653,5.0,0.23108094930648804,7.0,0.23812450468540192
9,2.0,0.5669162273406982,2.0,0.7803880572319031,1.0,0.7866184711456299,1.0,0.8607258796691895,1.0,0.9836665391921997,4.0,0.1947592794895172,2.0,0.45233848690986633,1.0,0.8240411877632141,4.0,0.3842286467552185,7.0,0.5421880483627319,6.0,0.381666898727417,5.0,0.2519032061100006,9.0,0.2527724802494049,3.0,0.4064509868621826,2.0,0.5522657632827759,1.0,0.7143312096595764,1.0,0.7210000157356262,2.0,0.9623328447341919,2.0,0.9311392903327942,2.0,0.9676840305328369,2.0,0.8551630973815918,2.0,0.9836140871047974,1.0,0.9279011487960815,2.0,0.8812848925590515,2.0,0.6506332755088806,2.0,0.78952956199646,1.0,0.9519463181495667,6.0,0.9446991086006165,3.0,0.7585210800170898,7.0,0.6710532903671265,7.0,0.5491784811019897,5.0,0.5054376721382141,10.0,0.2971667945384979,1.0,0.4006267189979553,2.0,0.2009340226650238
10,1.0,0.8346427083015442,2.0,0.8462015986442566,2.0,0.690218448638916,1.0,0.5146244168281555,1.0,0.9775236248970032,10.0,0.17682236433029175,3.0,0.3948183059692383,1.0,0.7711169719696045,4.0,0.2905602753162384,4.0,0.3147137761116028,6.0,0.5027349591255188,6.0,0.27201202511787415,5.0,0.6240511536598206,3.0,0.38312390446662903,1.0,0.6014156937599182,1.0,0.8091410398483276,1.0,0.948665201663971,2.0,0.9187536835670471,2.0,0.8464848399162292,2.0,0.978209912776947,2.0,0.791286826133728,2.0,0.9883074164390564,1.0,0.9999829530715942,2.0,0.7388280034065247,2.0,0.8558893203735352,1.0,0.5689844489097595,1.0,0.9049031734466553,5.0,0.5436766147613525,3.0,0.4341849982738495,6.0,0.4913911521434784,7.0,0.7148352861404419,5.0,0.4978284239768982,10.0,0.30507367849349976,5.0,0.20939359068870544,5.0,0.43671655654907227
