,kposition,kposition,lposition,lposition,nposition,nposition,rposition,rposition,vposition,vposition,bestgrade3,bestgrade3,bestgrade4,bestgrade4,bestgrade5,bestgrade5,elm_01,elm_01,elm_02,elm_02,elm_03,elm_03,elm_04,elm_04,elm_05,elm_05,sarcasm,sarcasm,mcfiller1,mcfiller1,mcfiller2,mcfiller2,mcfiller3,mcfiller3,mcmost1,mcmost1,mcmost2,mcmost2,mcmost3,mcmost3,mcmost4,mcmost4,mcmost5,mcmost5,mcsome1,mcsome1,mcsome2,mcsome2,mcsome3,mcsome3,mcsome4,mcsome4,mcsome5,mcsome5,tempest2,tempest2,tempest3,tempest3,tempfollowup1,tempfollowup1,tempfollowup2,tempfollowup2,tempfollowup3,tempfollowup3,worstgrade3,worstgrade3,worstgrade4,worstgrade4,worstgrade5,worstgrade5
,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability,predicted_class,probability
0,1.0,0.6670247912406921,2.0,0.8255488276481628,1.0,0.7428255677223206,1.0,0.9149802923202515,1.0,0.9984477758407593,3.0,0.1546129733324051,1.0,0.42224326729774475,1.0,0.8939873576164246,7.0,0.7212949395179749,6.0,0.5546525120735168,4.0,0.33819565176963806,6.0,0.6945107579231262,7.0,0.7808886170387268,5.0,0.9952400922775269,2.0,0.8079444766044617,1.0,0.6151873469352722,1.0,0.8609638810157776,2.0,0.93673175573349,2.0,0.9770426750183105,2.0,0.9112761616706848,1.0,0.6054495573043823,2.0,0.9958162903785706,1.0,0.7387751340866089,2.0,0.8536067605018616,2.0,0.9441470503807068,2.0,0.8531794548034668,1.0,0.970198392868042,6.0,0.6015803217887878,3.0,0.6330733299255371,7.0,0.8233603835105896,6.0,0.7227486371994019,4.0,0.6215657591819763,5.0,0.21063806116580963,4.0,0.35155463218688965,4.0,0.18039126694202423
1,1.0,0.5100256204605103,2.0,0.848031222820282,2.0,0.691831648349762,1.0,0.9035362601280212,1.0,0.9694969058036804,4.0,0.2999439537525177,3.0,0.2651316523551941,1.0,0.7992177605628967,4.0,0.40387916564941406,4.0,0.6786916851997375,4.0,0.333605021238327,2.0,0.7118695974349976,3.0,0.5121819376945496,3.0,0.42808446288108826,2.0,0.5651002526283264,1.0,0.7371537685394287,1.0,0.832976222038269,2.0,0.888665497303009,2.0,0.9391060471534729,2.0,0.9820957183837891,2.0,0.9373050928115845,2.0,0.9958141446113586,1.0,0.9409186840057373,2.0,0.7810387015342712,2.0,0.9881352186203003,1.0,0.6848432421684265,1.0,0.9744253754615784,6.0,0.43854787945747375,3.0,0.47286444902420044,7.0,0.9433026313781738,7.0,0.536638081073761,5.0,0.4928986728191376,10.0,0.22026745975017548,4.0,0.5109349489212036,5.0,0.2689465582370758
2,2.0,0.8155136108398438,2.0,0.6950541138648987,2.0,0.7073256969451904,1.0,0.8159722089767456,1.0,0.9715399146080017,10.0,0.34467262029647827,4.0,0.23434790968894958,1.0,0.8349851965904236,3.0,0.37411928176879883,6.0,0.5592623949050903,5.0,0.388306587934494,1.0,0.3928327262401581,5.0,0.5318461060523987,6.0,0.93080073595047,2.0,0.8842743039131165,1.0,0.6968048214912415,1.0,0.958043098449707,2.0,0.9178372025489807,2.0,0.5831555724143982,2.0,0.9722633957862854,2.0,0.7606770396232605,2.0,0.993432879447937,1.0,0.9999867677688599,2.0,0.9304842948913574,1.0,0.5199182033538818,2.0,0.7093226313591003,1.0,0.8964039087295532,4.0,0.47221237421035767,3.0,0.4572567343711853,6.0,0.7394249439239502,7.0,0.4339773952960968,4.0,0.4662582576274872,10.0,0.3337918519973755,4.0,0.40630170702934265,3.0,0.3518182933330536
3,2.0,0.5537821650505066,2.0,0.9228917360305786,1.0,0.5964411497116089,1.0,0.5379949808120728,1.0,0.9703265428543091,10.0,0.2163030356168747,1.0,0.25302639603614807,1.0,0.8461861610412598,6.0,0.5280428528785706,5.0,0.8585591316223145,6.0,0.43094295263290405,8.0,0.2468981295824051,6.0,0.6146453619003296,1.0,0.7371787428855896,2.0,0.7327348589897156,1.0,0.9030410051345825,1.0,0.9570273756980896,2.0,0.9808822274208069,2.0,0.9048246741294861,2.0,0.9798484444618225,2.0,0.8992130160331726,2.0,0.9894797205924988,1.0,1.0,2.0,0.8228899240493774,1.0,0.785121738910675,2.0,0.8066995739936829,1.0,0.920910120010376,6.0,0.3956298530101776,3.0,0.4860246777534485,6.0,0.9137580990791321,6.0,0.7278358340263367,4.0,0.9546833634376526,10.0,0.29488685727119446,1.0,0.3499659299850464,7.0,0.4651840925216675
4,1.0,0.651670515537262,2.0,0.761235773563385,1.0,0.7901426553726196,1.0,0.9015927910804749,1.0,0.9926195740699768,8.0,0.1862468421459198,3.0,0.29883140325546265,1.0,0.6658133268356323,9.0,0.41711902618408203,6.0,0.5480127334594727,6.0,0.30527403950691223,2.0,0.25141239166259766,7.0,0.7183366417884827,5.0,0.8100290298461914,2.0,0.7568384408950806,1.0,0.6984849572181702,1.0,0.8632802963256836,2.0,0.8991643190383911,2.0,0.9116151928901672,2.0,0.929775059223175,2.0,0.9195493459701538,2.0,0.9754344820976257,1.0,0.9998470544815063,2.0,0.758615255355835,2.0,0.7322624325752258,2.0,0.9428884387016296,1.0,0.9324361681938171,5.0,0.572029173374176,3.0,0.499514639377594,6.0,0.8940926790237427,6.0,0.8077255487442017,4.0,0.6285400390625,3.0,0.20446789264678955,4.0,0.3187812566757202,7.0,0.2273646742105484
5,2.0,0.9262356758117676,2.0,0.5883728265762329,2.0,0.6304897665977478,1.0,0.7615376114845276,1.0,0.9280163645744324,10.0,0.20981243252754211,2.0,0.2763420641422272,1.0,0.6861249804496765,3.0,0.7842168807983398,9.0,0.4198915362358093,6.0,0.2951542139053345,2.0,0.43705955147743225,3.0,0.28016912937164307,3.0,0.5751557946205139,2.0,0.6805765628814697,1.0,0.9543390870094299,1.0,0.9519604444503784,2.0,0.9559175968170166,2.0,0.735567569732666,2.0,0.9829835891723633,2.0,0.9087343811988831,2.0,0.9838324189186096,2.0,0.6375443935394287,2.0,0.7848320007324219,2.0,0.96842360496521,2.0,0.911607027053833,1.0,0.9558902382850647,6.0,0.9633898138999939,2.0,0.4706937074661255,7.0,0.6089281439781189,7.0,0.7859759330749512,5.0,0.6461102366447449,8.0,0.2478289008140564,4.0,0.30598098039627075,7.0,0.25258922576904297
6,1.0,0.8656064867973328,2.0,0.6612139344215393,2.0,0.5513502955436707,1.0,0.8257940411567688,1.0,0.9956355690956116,10.0,0.181989386677742,4.0,0.3242625594139099,1.0,0.7551848292350769,4.0,0.32816964387893677,6.0,0.9613125920295715,5.0,0.4410254657268524,3.0,0.280421644449234,9.0,0.31291139125823975,5.0,0.8751882910728455,2.0,0.5016623139381409,2.0,0.5287253260612488,1.0,0.7906988859176636,2.0,0.9588640928268433,2.0,0.9437974691390991,2.0,0.9428690671920776,2.0,0.9684827327728271,2.0,0.9809530377388,1.0,0.9821470379829407,2.0,0.8479599356651306,2.0,0.8857792019844055,2.0,0.8874226212501526,1.0,0.984233558177948,5.0,0.4342009723186493,4.0,0.5556958317756653,7.0,0.4919516444206238,6.0,0.7713438272476196,4.0,0.5016763806343079,10.0,0.3298632800579071,4.0,0.316001296043396,4.0,0.32570695877075195
7,2.0,0.8384344577789307,2.0,0.81841641664505,2.0,0.5649401545524597,1.0,0.7249894142150879,1.0,0.9931061863899231,10.0,0.2745451331138611,3.0,0.3328154981136322,1.0,0.7671762108802795,7.0,0.6456512212753296,5.0,0.4993623197078705,5.0,0.6566003561019897,5.0,0.8170874118804932,7.0,0.5404341220855713,5.0,0.33893775939941406,2.0,0.592772364616394,1.0,0.8640183210372925,1.0,0.9524534344673157,2.0,0.9726349711418152,2.0,0.9239856600761414,2.0,0.9743305444717407,2.0,0.6348987817764282,2.0,0.9914581179618835,1.0,0.9999732971191406,2.0,0.6551164984703064,1.0,0.9808841943740845,2.0,0.7908135056495667,1.0,0.8853055238723755,6.0,0.6914805769920349,2.0,0.5313265919685364,6.0,0.9090075492858887,6.0,0.7297104001045227,5.0,0.6370787620544434,10.0,0.3186352252960205,4.0,0.2896883189678192,3.0,0.23179711401462555
8,2.0,0.668674111366272,2.0,0.851194441318512,1.0,0.5333775281906128,1.0,0.7310436367988586,1.0,0.9380221962928772,10.0,0.26537424325942993,2.0,0.41368162631988525,1.0,0.7662798166275024,5.0,0.4596642553806305,5.0,0.42568355798721313,4.0,0.3779110312461853,6.0,0.519620954990387,6.0,0.5914442539215088,3.0,0.37407127022743225,2.0,0.7890733480453491,1.0,0.8128907084465027,1.0,0.8690727949142456,2.0,0.9671202898025513,2.0,0.9084455370903015,2.0,0.9723891615867615,2.0,0.8769934177398682,2.0,0.9914181232452393,1.0,0.9104511141777039,2.0,0.8831963539123535,2.0,0.8325393199920654,1.0,0.7333268523216248,1.0,0.9816212058067322,5.0,0.5221773386001587,2.0,0.5435601472854614,6.0,0.9141547679901123,6.0,0.7605860233306885,5.0,0.6287956237792969,10.0,0.33458447456359863,1.0,0.37294259667396545,5.0,0.3479852080345154
9,2.0,0.6498396396636963,2.0,0.9079025387763977,1.0,0.5683093070983887,1.0,0.5795122981071472,1.0,0.9930474162101746,7.0,0.18525607883930206,3.0,0.24512110650539398,1.0,0.777363657951355,7.0,0.5818336606025696,2.0,0.3364601135253906,5.0,0.3225160241127014,2.0,0.6752212643623352,7.0,0.7074838876724243,5.0,0.9051242470741272,2.0,0.8789365291595459,1.0,0.713878333568573,1.0,0.978935956954956,2.0,0.9312331676483154,2.0,0.9499475955963135,2.0,0.9649108648300171,2.0,0.8088687658309937,2.0,0.9972593784332275,1.0,0.9998713731765747,2.0,0.9163825511932373,2.0,0.8941698670387268,2.0,0.8010401725769043,1.0,0.8603007793426514,4.0,0.42334476113319397,3.0,0.6951357126235962,6.0,0.8621631860733032,6.0,0.4746604263782501,5.0,0.6012904047966003,10.0,0.22125490009784698,3.0,0.24887987971305847,5.0,0.31706127524375916
10,2.0,0.8879927396774292,2.0,0.5162975192070007,2.0,0.7813905477523804,1.0,0.900888204574585,1.0,0.9523937702178955,5.0,0.2025412917137146,2.0,0.3037228286266327,1.0,0.7111491560935974,7.0,0.9440574049949646,6.0,0.7157449722290039,5.0,0.45243629813194275,2.0,0.6941255331039429,3.0,0.3239929676055908,2.0,0.42920923233032227,2.0,0.7971965670585632,1.0,0.868735671043396,1.0,0.9395968317985535,2.0,0.8900429010391235,2.0,0.7564007043838501,2.0,0.9738345742225647,2.0,0.8558797836303711,2.0,0.9840371608734131,1.0,0.9984385371208191,2.0,0.762780487537384,2.0,0.9747125506401062,2.0,0.6932281851768494,1.0,0.9220108985900879,4.0,0.6682131290435791,3.0,0.6161807179450989,6.0,0.8299894332885742,4.0,0.5145621299743652,4.0,0.7782954573631287,8.0,0.2382603883743286,4.0,0.3840405344963074,7.0,0.34945154190063477
11,1.0,0.9542505741119385,2.0,0.7394999861717224,2.0,0.6818077564239502,1.0,0.9173287153244019,1.0,0.9960747957229614,4.0,0.1707140952348709,3.0,0.40389779210090637,1.0,0.846727728843689,4.0,0.3932974338531494,5.0,0.30241748690605164,6.0,0.6460376977920532,5.0,0.4709227383136749,6.0,0.36235907673835754,1.0,0.5514227747917175,1.0,0.5776733160018921,1.0,0.8644370436668396,1.0,0.97988361120224,2.0,0.9530096054077148,2.0,0.9514967799186707,2.0,0.9707179665565491,2.0,0.9357014894485474,2.0,0.9770485758781433,1.0,0.9999270439147949,2.0,0.6467365026473999,2.0,0.8306816816329956,2.0,0.9193994402885437,1.0,0.9728522300720215,5.0,0.6558240056037903,3.0,0.505224883556366,7.0,0.6395514011383057,7.0,0.582927942276001,5.0,0.5487354397773743,10.0,0.2651791572570801,4.0,0.4889054298400879,7.0,0.3911018669605255
12,1.0,0.5345555543899536,2.0,0.7915383577346802,1.0,0.567439615726471,1.0,0.7720364332199097,1.0,0.9925493001937866,10.0,0.2552320957183838,5.0,0.27501726150512695,1.0,0.8353813290596008,7.0,0.38796886801719666,7.0,0.6514711976051331,6.0,0.4787296950817108,5.0,0.47892123460769653,7.0,0.43064478039741516,5.0,0.7971548438072205,2.0,0.5346673130989075,1.0,0.7533286809921265,1.0,0.9352381229400635,2.0,0.9628781676292419,2.0,0.9357142448425293,2.0,0.9611147046089172,2.0,0.83454430103302,2.0,0.9916592240333557,1.0,0.9998869895935059,2.0,0.6925753951072693,2.0,0.7620920538902283,2.0,0.7006973624229431,1.0,0.8694514036178589,6.0,0.5117174386978149,3.0,0.5271255373954773,6.0,0.5883689522743225,6.0,0.7055743932723999,5.0,0.7840389013290405,10.0,0.34097135066986084,4.0,0.4132993817329407,6.0,0.21536703407764435
13,2.0,0.6083289384841919,2.0,0.922155499458313,2.0,0.5308924317359924,1.0,0.9001678228378296,1.0,0.9893938302993774,10.0,0.2806011736392975,4.0,0.27202147245407104,1.0,0.8556147813796997,6.0,0.5097508430480957,6.0,0.26935163140296936,4.0,0.26434656977653503,5.0,0.7259987592697144,7.0,0.4029155373573303,4.0,0.4630979895591736,2.0,0.7337889075279236,1.0,0.7747253179550171,1.0,0.9610205292701721,2.0,0.9537738561630249,2.0,0.8620750308036804,2.0,0.9690048098564148,1.0,0.6254173517227173,2.0,0.9955841898918152,1.0,0.9999868869781494,2.0,0.6050649881362915,2.0,0.5677042603492737,2.0,0.8713669776916504,1.0,0.9540826678276062,5.0,0.5607835650444031,3.0,0.6704539060592651,6.0,0.9524028301239014,6.0,0.911478579044342,4.0,0.6280033588409424,7.0,0.2195986807346344,4.0,0.27358222007751465,7.0,0.3795691728591919
14,1.0,0.9213956594467163,2.0,0.866810142993927,2.0,0.6026454567909241,1.0,0.7960014343261719,1.0,0.9971933960914612,10.0,0.29028260707855225,3.0,0.28035566210746765,1.0,0.887818455696106,7.0,0.48955675959587097,5.0,0.710249125957489,6.0,0.39032337069511414,6.0,0.4540996849536896,6.0,0.36327722668647766,5.0,0.7368175983428955,2.0,0.6401038765907288,1.0,0.6547481417655945,1.0,0.9362346529960632,2.0,0.956418514251709,2.0,0.9449416399002075,2.0,0.957737386226654,2.0,0.803397536277771,2.0,0.9870139360427856,1.0,0.9989140033721924,2.0,0.704592764377594,1.0,0.678687334060669,2.0,0.7576175928115845,1.0,0.9623094201087952,5.0,0.4645291268825531,3.0,0.542056679725647,6.0,0.9121006727218628,6.0,0.8973077535629272,6.0,0.316647469997406,10.0,0.22149473428726196,4.0,0.29586994647979736,5.0,0.2278226763010025
15,2.0,0.8341971635818481,2.0,0.8593428730964661,2.0,0.5072439908981323,1.0,0.8956641554832458,1.0,0.9951387643814087,4.0,0.27357417345046997,3.0,0.3537372946739197,1.0,0.8824501037597656,7.0,0.5351746082305908,5.0,0.3931422233581543,3.0,0.4802555441856384,4.0,0.3491050601005554,3.0,0.28097283840179443,2.0,0.6922412514686584,2.0,0.8141523599624634,1.0,0.62559974193573,1.0,0.8484268188476562,2.0,0.9582555294036865,2.0,0.9584335088729858,2.0,0.9684809446334839,2.0,0.5282589197158813,2.0,0.9920835494995117,1.0,0.9999270439147949,2.0,0.7700169682502747,1.0,0.7269943952560425,2.0,0.7864214777946472,1.0,0.8594727516174316,6.0,0.4644421935081482,3.0,0.4514182507991791,6.0,0.7103785276412964,6.0,0.7879252433776855,5.0,0.7381457090377808,7.0,0.23078803718090057,4.0,0.35758671164512634,7.0,0.1575746387243271
16,2.0,0.7252914905548096,2.0,0.7450329661369324,1.0,0.5237290859222412,1.0,0.776282787322998,1.0,0.9919278621673584,10.0,0.23948459327220917,5.0,0.2323666214942932,1.0,0.7670153379440308,7.0,0.7152385711669922,3.0,0.33289507031440735,5.0,0.4549267292022705,5.0,0.5722340941429138,5.0,0.41591042280197144,5.0,0.9780086278915405,2.0,0.7683601379394531,1.0,0.85079026222229,1.0,0.9422882199287415,2.0,0.9139249324798584,2.0,0.9187912344932556,2.0,0.9819411039352417,2.0,0.9409036040306091,2.0,0.9856976270675659,1.0,0.7292605042457581,2.0,0.9179860353469849,2.0,0.9056182503700256,2.0,0.8850296139717102,1.0,0.8935874700546265,4.0,0.5633069276809692,3.0,0.878892719745636,6.0,0.9378793835639954,6.0,0.5445826053619385,4.0,0.8157675862312317,10.0,0.27612850069999695,4.0,0.3629649877548218,5.0,0.1623656004667282
17,2.0,0.8316800594329834,2.0,0.9655025005340576,1.0,0.6489747166633606,1.0,0.5795525908470154,1.0,0.9910705089569092,10.0,0.24030184745788574,3.0,0.4644785523414612,1.0,0.9470208287239075,7.0,0.4050833582878113,7.0,0.44216129183769226,7.0,0.3827422261238098,8.0,0.4138597548007965,9.0,0.5411726832389832,6.0,0.5665770769119263,2.0,0.7150760293006897,1.0,0.7194011807441711,1.0,0.9567517638206482,2.0,0.9868947267532349,2.0,0.9739194512367249,2.0,0.9300251007080078,2.0,0.8731076717376709,2.0,0.9917227625846863,1.0,0.9999971389770508,2.0,0.7377709746360779,1.0,0.9454516768455505,2.0,0.8131034970283508,1.0,0.7285374999046326,6.0,0.4823954403400421,2.0,0.7413145303726196,7.0,0.6809879541397095,7.0,0.9075012803077698,4.0,0.690841019153595,10.0,0.3318640887737274,1.0,0.5421068072319031,3.0,0.21337109804153442
18,2.0,0.5427748560905457,2.0,0.8505455851554871,1.0,0.6348791718482971,1.0,0.8325870037078857,1.0,0.9862143397331238,4.0,0.19432806968688965,2.0,0.2378835380077362,1.0,0.7870842814445496,4.0,0.48038890957832336,1.0,0.36660999059677124,6.0,0.8580567240715027,2.0,0.785213053226471,7.0,0.5522297620773315,3.0,0.5786917805671692,1.0,0.5084221363067627,1.0,0.8051753044128418,1.0,0.8905247449874878,2.0,0.9629555344581604,2.0,0.9866849780082703,2.0,0.9644391536712646,2.0,0.9513524174690247,2.0,0.9682472944259644,1.0,0.9743305444717407,2.0,0.5778684020042419,2.0,0.8877809047698975,2.0,0.7525309324264526,1.0,0.9787346124649048,6.0,0.9646192789077759,3.0,0.6938790082931519,7.0,0.5583503246307373,6.0,0.5745867490768433,5.0,0.46032285690307617,4.0,0.17952384054660797,1.0,0.4609534442424774,5.0,0.31223756074905396
